YYYYMMDD,HH,DD,FH,T,SQ,Q,EUR
0.303,0.41666666666666674,0.5555555555555556,0.19999999999999996,-0.63,-0.5,-1.0,8
0.303,0.5,0.5555555555555556,0.09999999999999998,-0.64,-0.5,-1.0,8
0.303,0.5833333333333333,0.6111111111111112,0.0,-0.65,-0.5,-1.0,8
0.303,0.6666666666666667,0.6111111111111112,0.09999999999999998,-0.69,-0.5,-1.0,8
0.303,0.75,0.6666666666666667,0.19999999999999996,-0.72,-0.5,-1.0,8
0.303,0.8333333333333333,0.6111111111111112,0.19999999999999996,-0.73,-0.5,-1.0,7
0.303,0.9166666666666667,0.6111111111111112,0.09999999999999998,-0.74,-0.5,-1.0,7
0.304,-1.0,0.6666666666666667,0.09999999999999998,-0.75,-0.5,-1.0,7
0.304,-0.9166666666666666,0.6111111111111112,0.0,-0.78,-0.5,-1.0,7
0.304,-0.8333333333333334,0.6111111111111112,0.0,-0.8,-0.5,-1.0,7
0.304,-0.75,0.6111111111111112,0.0,-0.83,-0.5,-1.0,7
0.304,-0.6666666666666667,0.6666666666666667,-0.10000000000000003,-0.88,-0.5,-1.0,7
0.304,-0.5833333333333333,0.38888888888888884,-0.2,-0.87,-0.5,-1.0,7
0.304,-0.5,0.33333333333333326,-0.30000000000000004,-0.89,-0.5,-0.96,8
0.304,-0.41666666666666663,0.4444444444444444,-0.2,-0.83,-0.5,-0.75,8
0.304,-0.33333333333333337,0.6666666666666667,-0.2,-0.71,1.5,-0.16000000000000003,8
0.304,-0.25,0.5,-0.2,-0.62,0.7,-0.07999999999999996,8
0.304,-0.16666666666666663,0.5,-0.10000000000000003,-0.53,0.8999999999999999,0.43999999999999995,7
0.304,-0.08333333333333337,0.5555555555555556,-0.2,-0.44999999999999996,1.3,0.9099999999999999,7
0.304,0.0,0.5,-0.2,-0.3899999999999999,1.5,0.99,7
0.304,0.08333333333333326,4.5,-0.2,-0.3400000000000001,1.5,0.7,7
0.304,0.16666666666666674,4.5,-0.2,-0.29000000000000004,1.5,0.3400000000000001,7
0.304,0.25,-0.9444444444444444,-0.2,-0.3999999999999999,1.5,-0.16000000000000003,7
0.304,0.33333333333333326,-0.8888888888888888,-0.10000000000000003,-0.69,0.8999999999999999,-0.73,8
0.304,0.41666666666666674,-0.7222222222222222,-0.2,-0.83,-0.5,-0.99,8
0.304,0.5,-0.5555555555555556,-0.30000000000000004,-1.05,-0.5,-1.0,9
0.304,0.5833333333333333,-0.4444444444444444,-0.2,-1.07,-0.5,-1.0,8
0.304,0.6666666666666667,-0.5,-0.30000000000000004,-1.12,-0.5,-1.0,8
0.304,0.75,-0.5,-0.30000000000000004,-1.26,-0.5,-1.0,7
0.304,0.8333333333333333,-0.6666666666666667,-0.30000000000000004,-1.3,-0.5,-1.0,7
0.304,0.9166666666666667,-0.5555555555555556,-0.30000000000000004,-1.33,-0.5,-1.0,7
0.305,-1.0,-0.6666666666666667,-0.4,-1.4,-0.5,-1.0,7
0.305,-0.9166666666666666,-0.7222222222222222,-0.30000000000000004,-1.35,-0.5,-1.0,7
0.305,-0.8333333333333334,-0.6666666666666667,-0.30000000000000004,-1.27,-0.5,-1.0,7
0.305,-0.75,-0.2777777777777778,-0.30000000000000004,-1.07,-0.5,-1.0,7
0.305,-0.6666666666666667,-0.11111111111111116,-0.30000000000000004,-0.95,-0.5,-1.0,7
0.305,-0.5833333333333333,-0.05555555555555558,-0.2,-0.91,-0.5,-1.0,7
0.305,-0.5,0.05555555555555558,-0.2,-0.89,-0.5,-0.99,7
0.305,-0.41666666666666663,0.16666666666666674,-0.2,-0.82,-0.5,-0.95,8
0.305,-0.33333333333333337,0.16666666666666674,-0.2,-0.77,-0.5,-0.81,8
0.305,-0.25,0.16666666666666674,-0.2,-0.73,-0.5,-0.64,8
0.305,-0.16666666666666663,0.05555555555555558,-0.10000000000000003,-0.67,-0.5,-0.38,7
0.305,-0.08333333333333337,0.2777777777777777,-0.2,-0.73,-0.5,-0.54,7
0.305,0.0,0.11111111111111116,-0.30000000000000004,-0.66,-0.5,-0.28,7
0.305,0.08333333333333326,0.0,-0.30000000000000004,-0.67,-0.5,-0.45999999999999996,7
0.305,0.16666666666666674,-0.16666666666666663,-0.30000000000000004,-0.66,-0.5,-0.53,7
0.305,0.25,0.0,-0.30000000000000004,-0.64,-0.09999999999999998,-0.54,7
0.305,0.33333333333333326,0.5555555555555556,-0.30000000000000004,-0.71,-0.5,-0.97,8
0.305,0.41666666666666674,-1.0,-0.30000000000000004,-0.76,-0.5,-0.99,8
0.305,0.5,-1.0,-0.4,-0.8,-0.5,-1.0,8
0.305,0.5833333333333333,-1.0,-0.30000000000000004,-0.84,-0.5,-1.0,10
0.305,0.6666666666666667,-0.6111111111111112,-0.30000000000000004,-0.96,-0.5,-1.0,9
0.305,0.75,-0.33333333333333337,-0.30000000000000004,-0.93,-0.5,-1.0,8
0.305,0.8333333333333333,-0.2222222222222222,-0.2,-0.98,-0.5,-1.0,8
0.305,0.9166666666666667,-0.2777777777777778,-0.2,-1.06,-0.5,-1.0,7
0.306,-1.0,0.05555555555555558,-0.4,-1.18,-0.5,-1.0,7
0.306,-0.9166666666666666,-1.0,-0.4,-1.3599999999999999,-0.5,-1.0,7
0.306,-0.8333333333333334,-0.5555555555555556,-0.30000000000000004,-1.27,-0.5,-1.0,7
0.306,-0.75,-0.5,-0.30000000000000004,-1.3,-0.5,-1.0,7
0.306,-0.6666666666666667,-0.11111111111111116,-0.30000000000000004,-1.43,-0.5,-1.0,7
0.306,-0.5833333333333333,-1.0,-0.30000000000000004,-1.44,-0.5,-1.0,7
0.306,-0.5,-1.0,-0.30000000000000004,-1.4,-0.5,-0.94,8
0.306,-0.41666666666666663,-0.05555555555555558,-0.30000000000000004,-1.04,1.1,-0.55,9
0.306,-0.33333333333333337,-0.33333333333333337,-0.30000000000000004,-0.81,1.1,-0.17000000000000004,9
0.306,-0.25,0.11111111111111116,-0.30000000000000004,-0.6,1.5,0.47,8
0.306,-0.16666666666666663,0.11111111111111116,-0.2,-0.45999999999999996,1.5,0.8899999999999999,8
0.306,-0.08333333333333337,-0.2222222222222222,-0.2,-0.33000000000000007,1.5,1.0699999999999998,7
0.306,0.0,-0.05555555555555558,-0.2,-0.32000000000000006,1.5,1.2200000000000002,7
0.306,0.08333333333333326,-0.7222222222222222,-0.2,-0.26,0.7,0.3700000000000001,7
0.306,0.16666666666666674,-0.6111111111111112,-0.2,-0.26,1.1,0.4099999999999999,7
0.306,0.25,-0.5555555555555556,-0.10000000000000003,-0.41999999999999993,-0.5,-0.73,7
0.306,0.33333333333333326,-0.7222222222222222,-0.2,-0.47,0.8999999999999999,-0.79,8
0.306,0.41666666666666674,-0.7222222222222222,-0.10000000000000003,-0.72,-0.5,-0.98,8
0.306,0.5,-0.6111111111111112,-0.2,-0.79,-0.5,-1.0,9
0.306,0.5833333333333333,-0.7222222222222222,-0.2,-0.94,-0.5,-1.0,9
0.306,0.6666666666666667,-0.6666666666666667,-0.2,-0.92,-0.5,-1.0,8
0.306,0.75,-0.6111111111111112,-0.10000000000000003,-0.97,-0.5,-1.0,8
0.306,0.8333333333333333,-0.6111111111111112,-0.30000000000000004,-1.06,-0.5,-1.0,8
0.306,0.9166666666666667,-0.7777777777777778,-0.30000000000000004,-1.17,-0.5,-1.0,7
0.307,-1.0,-0.8333333333333334,-0.2,-1.17,-0.5,-1.0,7
0.307,-0.9166666666666666,-0.8888888888888888,-0.30000000000000004,-1.2,-0.5,-1.0,7
0.307,-0.8333333333333334,-0.7777777777777778,-0.2,-1.32,-0.5,-1.0,7
0.307,-0.75,-0.8333333333333334,-0.10000000000000003,-1.37,-0.5,-1.0,7
0.307,-0.6666666666666667,-0.7222222222222222,-0.2,-1.37,-0.5,-1.0,7
0.307,-0.5833333333333333,-0.7222222222222222,-0.2,-1.33,-0.5,-1.0,7
0.307,-0.5,-0.6111111111111112,-0.10000000000000003,-1.17,0.09999999999999998,-0.91,8
0.307,-0.41666666666666663,-0.6666666666666667,0.0,-0.97,1.5,-0.49,8
0.307,-0.33333333333333337,-0.6111111111111112,0.09999999999999998,-0.81,1.5,0.09000000000000008,8
0.307,-0.25,-0.6111111111111112,0.19999999999999996,-0.74,1.5,0.48,8
0.307,-0.16666666666666663,-0.6111111111111112,0.19999999999999996,-0.62,1.5,0.8500000000000001,7
0.307,-0.08333333333333337,-0.5,0.19999999999999996,-0.61,1.5,0.9199999999999999,7
0.307,0.0,-0.5,0.19999999999999996,-0.55,0.8999999999999999,0.41999999999999993,7
0.307,0.08333333333333326,-0.5,0.29999999999999993,-0.51,1.3,0.6799999999999999,7
0.307,0.16666666666666674,-0.5555555555555556,0.29999999999999993,-0.58,1.1,0.1100000000000001,7
0.307,0.25,-0.5555555555555556,0.29999999999999993,-0.61,0.7,-0.27,7
0.307,0.33333333333333326,-0.5555555555555556,0.29999999999999993,-0.68,1.5,-0.72,7
0.307,0.41666666666666674,-0.5555555555555556,0.19999999999999996,-0.75,-0.5,-0.98,8
0.307,0.5,-0.6111111111111112,0.19999999999999996,-0.78,-0.5,-1.0,8
0.307,0.5833333333333333,-0.5555555555555556,0.19999999999999996,-0.88,-0.5,-1.0,8
0.307,0.6666666666666667,-0.6111111111111112,0.09999999999999998,-0.96,-0.5,-1.0,8
0.307,0.75,-0.6111111111111112,0.09999999999999998,-1.04,-0.5,-1.0,7
0.307,0.8333333333333333,-0.5555555555555556,0.09999999999999998,-1.09,-0.5,-1.0,7
0.307,0.9166666666666667,-0.5555555555555556,0.09999999999999998,-1.1400000000000001,-0.5,-1.0,7
0.308,-1.0,-0.5555555555555556,0.09999999999999998,-1.19,-0.5,-1.0,7
0.308,-0.9166666666666666,-0.5555555555555556,0.0,-1.23,-0.5,-1.0,7
0.308,-0.8333333333333334,-0.5555555555555556,0.0,-1.28,-0.5,-1.0,7
0.308,-0.75,-0.5,0.09999999999999998,-1.33,-0.5,-1.0,7
0.308,-0.6666666666666667,-0.5,0.0,-1.38,-0.5,-1.0,7
0.308,-0.5833333333333333,-0.5555555555555556,0.09999999999999998,-1.3599999999999999,-0.5,-1.0,7
0.308,-0.5,-0.5555555555555556,0.09999999999999998,-1.33,0.09999999999999998,-0.9,8
0.308,-0.41666666666666663,-0.5,0.19999999999999996,-1.15,1.5,-0.47,8
0.308,-0.33333333333333337,-0.4444444444444444,0.19999999999999996,-0.99,1.5,0.06000000000000005,8
0.308,-0.25,-0.5,0.29999999999999993,-0.81,1.5,0.54,7
0.308,-0.16666666666666663,-0.4444444444444444,0.4,-0.65,1.5,0.8700000000000001,7
0.308,-0.08333333333333337,-0.38888888888888884,0.5,-0.52,1.5,1.02,6
0.308,0.0,-0.4444444444444444,0.5,-0.43999999999999995,1.5,1.0099999999999998,6
0.308,0.08333333333333326,-0.33333333333333337,0.4,-0.41999999999999993,1.5,0.81,5
0.308,0.16666666666666674,-0.5,0.4,-0.3799999999999999,1.5,0.42999999999999994,6
0.308,0.25,-0.4444444444444444,0.4,-0.3999999999999999,1.5,-0.06000000000000005,6
0.308,0.33333333333333326,-0.4444444444444444,0.4,-0.47,1.5,-0.6,7
0.308,0.41666666666666674,-0.5,0.19999999999999996,-0.67,-0.5,-0.97,7
0.308,0.5,-0.5,0.09999999999999998,-0.82,-0.5,-1.0,8
0.308,0.5833333333333333,-0.5,0.0,-0.92,-0.5,-1.0,8
0.308,0.6666666666666667,-0.4444444444444444,0.0,-0.94,-0.5,-1.0,7
0.308,0.75,-0.4444444444444444,0.0,-0.91,-0.5,-1.0,7
0.308,0.8333333333333333,-0.4444444444444444,0.0,-0.92,-0.5,-1.0,7
0.308,0.9166666666666667,-0.38888888888888884,0.0,-0.97,-0.5,-1.0,7
0.309,-1.0,-0.4444444444444444,0.0,-1.06,-0.5,-1.0,7
0.309,-0.9166666666666666,-0.4444444444444444,0.0,-1.0,-0.5,-1.0,7
0.309,-0.8333333333333334,-0.38888888888888884,0.0,-0.98,-0.5,-1.0,6
0.309,-0.75,-0.4444444444444444,0.0,-0.99,-0.5,-1.0,6
0.309,-0.6666666666666667,-0.38888888888888884,0.0,-0.99,-0.5,-1.0,6
0.309,-0.5833333333333333,-0.4444444444444444,0.0,-1.0,-0.5,-1.0,6
0.309,-0.5,-0.4444444444444444,0.0,-0.96,-0.09999999999999998,-0.9,6
0.309,-0.41666666666666663,-0.4444444444444444,0.0,-0.82,1.5,-0.42000000000000004,6
0.309,-0.33333333333333337,-0.38888888888888884,0.09999999999999998,-0.6,1.5,0.1200000000000001,6
0.309,-0.25,-0.38888888888888884,0.09999999999999998,-0.4099999999999999,1.5,0.42999999999999994,6
0.309,-0.16666666666666663,-0.38888888888888884,0.09999999999999998,-0.42999999999999994,-0.09999999999999998,-0.16000000000000003,6
0.309,-0.08333333333333337,-0.33333333333333337,0.09999999999999998,-0.33000000000000007,0.09999999999999998,0.20999999999999996,6
0.309,0.0,-0.4444444444444444,0.19999999999999996,-0.26,-0.3,-0.050000000000000044,5
0.309,0.08333333333333326,-0.4444444444444444,0.19999999999999996,-0.1499999999999999,0.5,0.20999999999999996,5
0.309,0.16666666666666674,-0.4444444444444444,0.19999999999999996,-0.15999999999999992,0.7,0.1100000000000001,6
0.309,0.25,-0.4444444444444444,0.09999999999999998,-0.1399999999999999,-0.5,-0.53,6
0.309,0.33333333333333326,-0.38888888888888884,0.09999999999999998,-0.19999999999999996,-0.5,-0.86,6
0.309,0.41666666666666674,-0.4444444444444444,-0.10000000000000003,-0.24,-0.5,-0.99,7
0.309,0.5,-0.5,0.0,-0.33000000000000007,-0.5,-1.0,8
0.309,0.5833333333333333,-0.4444444444444444,-0.10000000000000003,-0.3500000000000001,-0.5,-1.0,8
0.309,0.6666666666666667,-0.5,-0.10000000000000003,-0.4099999999999999,-0.5,-1.0,7
0.309,0.75,-0.5,-0.10000000000000003,-0.49,-0.5,-1.0,7
0.309,0.8333333333333333,-0.6111111111111112,-0.10000000000000003,-0.52,-0.5,-1.0,7
0.309,0.9166666666666667,-0.6111111111111112,0.0,-0.51,-0.5,-1.0,7
0.31,-1.0,-0.6111111111111112,0.09999999999999998,-0.54,-0.5,-1.0,6
0.31,-0.9166666666666666,-0.6111111111111112,0.0,-0.57,-0.5,-1.0,6
0.31,-0.8333333333333334,-0.6111111111111112,0.09999999999999998,-0.61,-0.5,-1.0,6
0.31,-0.75,-0.6111111111111112,0.0,-0.66,-0.5,-1.0,6
0.31,-0.6666666666666667,-0.6111111111111112,0.0,-0.7,-0.5,-1.0,6
0.31,-0.5833333333333333,-0.6111111111111112,0.0,-0.73,-0.5,-1.0,6
0.31,-0.5,-0.6666666666666667,0.0,-0.74,-0.5,-0.9299999999999999,6
0.31,-0.41666666666666663,-0.6111111111111112,0.09999999999999998,-0.69,-0.5,-0.81,6
0.31,-0.33333333333333337,-0.6111111111111112,0.09999999999999998,-0.6,-0.5,-0.6,7
0.31,-0.25,-0.4444444444444444,-0.10000000000000003,-0.54,-0.5,-0.53,7
0.31,-0.16666666666666663,-0.5,-0.10000000000000003,-0.53,-0.5,-0.5700000000000001,7
0.31,-0.08333333333333337,-0.7777777777777778,-0.2,-0.42999999999999994,-0.5,-0.45999999999999996,8
0.31,0.0,-0.6666666666666667,-0.2,-0.26,-0.5,-0.18000000000000005,8
0.31,0.08333333333333326,-0.7222222222222222,0.0,-0.15999999999999992,-0.3,0.050000000000000044,8
0.31,0.16666666666666674,-0.8333333333333334,0.0,-0.22999999999999998,0.8999999999999999,-0.050000000000000044,7
0.31,0.25,-0.7777777777777778,-0.10000000000000003,-0.22999999999999998,-0.09999999999999998,-0.53,7
0.31,0.33333333333333326,-0.8888888888888888,-0.10000000000000003,-0.3999999999999999,0.5,-0.76,7
0.31,0.41666666666666674,-0.8333333333333334,-0.10000000000000003,-0.53,-0.5,-0.99,8
0.31,0.5,0.8333333333333333,-0.2,-0.58,-0.5,-1.0,8
0.31,0.5833333333333333,-0.7777777777777778,-0.2,-0.62,-0.5,-1.0,9
0.31,0.6666666666666667,-0.7222222222222222,-0.2,-0.63,-0.5,-1.0,8
0.31,0.75,0.7222222222222223,-0.30000000000000004,-0.7,-0.5,-1.0,8
0.31,0.8333333333333333,0.4444444444444444,-0.30000000000000004,-0.74,-0.5,-1.0,8
0.31,0.9166666666666667,0.5,-0.30000000000000004,-0.77,-0.5,-1.0,8
0.311,-1.0,0.5555555555555556,-0.2,-0.73,-0.5,-1.0,7
0.311,-0.9166666666666666,0.7222222222222223,-0.2,-0.74,-0.5,-1.0,7
0.311,-0.8333333333333334,0.38888888888888884,-0.2,-0.73,-0.5,-1.0,7
0.311,-0.75,0.33333333333333326,-0.2,-0.77,-0.5,-1.0,6
0.311,-0.6666666666666667,0.38888888888888884,-0.2,-0.79,-0.5,-1.0,6
0.311,-0.5833333333333333,0.4444444444444444,-0.2,-0.79,-0.5,-1.0,7
0.311,-0.5,0.5555555555555556,-0.30000000000000004,-0.78,-0.5,-0.99,8
0.311,-0.41666666666666663,0.8333333333333333,-0.30000000000000004,-0.75,-0.5,-0.96,8
0.311,-0.33333333333333337,0.6666666666666667,-0.10000000000000003,-0.72,-0.5,-0.8200000000000001,8
0.311,-0.25,0.6111111111111112,-0.10000000000000003,-0.7,-0.5,-0.76,8
0.311,-0.16666666666666663,0.5,-0.10000000000000003,-0.67,-0.5,-0.74,8
0.311,-0.08333333333333337,0.5555555555555556,0.0,-0.62,-0.5,-0.5900000000000001,7
0.311,0.0,0.7222222222222223,0.0,-0.64,-0.5,-0.61,7
0.311,0.08333333333333326,0.9444444444444444,-0.10000000000000003,-0.68,-0.5,-0.77,7
0.311,0.16666666666666674,0.7222222222222223,-0.2,-0.68,-0.5,-0.8200000000000001,7
0.311,0.25,0.6666666666666667,-0.2,-0.69,-0.5,-0.87,7
0.311,0.33333333333333326,0.6111111111111112,-0.30000000000000004,-0.71,-0.5,-0.94,8
0.311,0.41666666666666674,0.5555555555555556,-0.30000000000000004,-0.71,-0.5,-0.99,8
0.311,0.5,0.5,-0.30000000000000004,-0.72,-0.5,-1.0,8
0.311,0.5833333333333333,0.5555555555555556,0.0,-0.78,-0.5,-1.0,9
0.311,0.6666666666666667,0.5,-0.10000000000000003,-0.77,-0.5,-1.0,8
0.311,0.75,0.4444444444444444,-0.10000000000000003,-0.78,-0.5,-1.0,8
0.311,0.8333333333333333,0.5,-0.2,-0.78,-0.5,-1.0,8
0.311,0.9166666666666667,0.5,-0.10000000000000003,-0.77,-0.5,-1.0,7
0.312,-1.0,0.4444444444444444,-0.10000000000000003,-0.79,-0.5,-1.0,7
0.312,-0.9166666666666666,0.4444444444444444,-0.10000000000000003,-0.8,-0.5,-1.0,7
0.312,-0.8333333333333334,0.4444444444444444,0.0,-0.83,-0.5,-1.0,7
0.312,-0.75,0.38888888888888884,-0.10000000000000003,-0.83,-0.5,-1.0,7
0.312,-0.6666666666666667,0.38888888888888884,-0.10000000000000003,-0.84,-0.5,-1.0,7
0.312,-0.5833333333333333,0.38888888888888884,-0.10000000000000003,-0.83,-0.5,-1.0,7
0.312,-0.5,0.33333333333333326,-0.10000000000000003,-0.84,-0.5,-0.98,8
0.312,-0.41666666666666663,0.33333333333333326,-0.2,-0.8,-0.5,-0.88,8
0.312,-0.33333333333333337,0.2777777777777777,-0.10000000000000003,-0.7,-0.09999999999999998,-0.30000000000000004,8
0.312,-0.25,0.16666666666666674,-0.10000000000000003,-0.69,-0.5,-0.49,8
0.312,-0.16666666666666663,0.16666666666666674,0.0,-0.61,-0.3,0.0,8
0.312,-0.08333333333333337,0.11111111111111116,0.09999999999999998,-0.47,0.5,0.5800000000000001,7
0.312,0.0,0.05555555555555558,0.09999999999999998,-0.4099999999999999,-0.3,0.08000000000000007,7
0.312,0.08333333333333326,0.0,0.09999999999999998,-0.45999999999999996,-0.5,-0.49,7
0.312,0.16666666666666674,0.11111111111111116,0.09999999999999998,-0.51,-0.5,-0.76,7
0.312,0.25,0.0,0.0,-0.58,-0.5,-0.8,8
0.312,0.33333333333333326,-0.05555555555555558,0.0,-0.6,-0.5,-0.89,8
0.312,0.41666666666666674,-0.11111111111111116,0.0,-0.64,-0.5,-0.98,8
0.312,0.5,-0.11111111111111116,0.0,-0.65,-0.5,-1.0,8
0.312,0.5833333333333333,-0.11111111111111116,0.0,-0.64,-0.5,-1.0,9
0.312,0.6666666666666667,-0.11111111111111116,-0.10000000000000003,-0.63,-0.5,-1.0,8
0.312,0.75,0.0,-0.2,-0.61,-0.5,-1.0,8
0.312,0.8333333333333333,0.11111111111111116,-0.2,-0.55,-0.5,-1.0,7
0.312,0.9166666666666667,0.38888888888888884,-0.2,-0.43999999999999995,-0.5,-1.0,7
0.313,-1.0,0.4444444444444444,-0.10000000000000003,-0.4099999999999999,-0.5,-1.0,7
0.313,-0.9166666666666666,0.4444444444444444,-0.10000000000000003,-0.3999999999999999,-0.5,-1.0,6
0.313,-0.8333333333333334,0.38888888888888884,-0.10000000000000003,-0.41999999999999993,-0.5,-1.0,6
0.313,-0.75,0.38888888888888884,0.0,-0.43999999999999995,-0.5,-1.0,6
0.313,-0.6666666666666667,0.33333333333333326,-0.10000000000000003,-0.45999999999999996,-0.5,-1.0,6
0.313,-0.5833333333333333,0.33333333333333326,0.0,-0.45999999999999996,-0.5,-1.0,7
0.313,-0.5,0.33333333333333326,0.0,-0.44999999999999996,-0.5,-0.96,7
